path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr,16_/checkpoint-3600
/home/peterr/macocu/task6_speech/data/00020363c.flac.wav,će se ovom izmjenom smanjiti sa oko petsto četrdeset pet na nešto iznad tristo poduzetnika,će se ovim izmjenom smlanjiti sa oko petsto četrdeset pet na nešto iznadu tristo poduzetnika,e se ovim izmjenom smanjica oko petsto četrdeset pet na nešto  iznad tristo poduzetnika,će se ovom izmjenom smanjita oko petsto četrdeset pet na nešto iznad tristo poduzetnika
/home/peterr/macocu/task6_speech/data/00020364.flac.wav,treća je izrada nefinancijskog izvješća konsolidiranog nefinancijskog izvješća i informacija o politici raznolikosti ,strećea je izrada nefinancijskog izvješća konsolidiranog i financijskog izvješća i informacija o politici raznolikosti,sledeća je izrada neinancijskog izvješća konsolidiranog neinancijskog izvješća i inormacija o politici raznolikosti,treća je izrada nefinancijskog izvješća konsolidiranog nefinancijskog izvješća i informacija o politici raznolikosti
/home/peterr/macocu/task6_speech/data/00020365a.flac.wav,dakle ovo je direktiva o kojoj sam govorio prijedlogom zakona prenosi se u nacionalno zakonodavstvo direktiva,dakle ovo je direktiva o koje sam govorio prijedlogom zakona prenosili se u nacionalno zakonodavstvo  direktiva,dakle ovo je direktiv o kojo sam govorio prijedlogom zakona prenosi se u nacionan zakonodavstvo  direktiva,dakle ovo je direktiva o kojoj sam govorio prijedlogom zakona prenosi se u nacionalno zakonodavstvo direktiva
/home/peterr/macocu/task6_speech/data/00020365b.flac.wav,devedeset pet iz dvije tisuće četrnaest europskog parlamenta i vijeća od dvadeset dva listopada dvije tisuće četrnaest o izmjeni direktive,devedeset pet iz dvije tisuće četrnaest europskog parlamenta i vijeća od dvadesetdva listopa da dvije tisuće četrnaest o izmjeni direktive,devedeset pet iz dvije tisuće e etrnaest europskog parlamenta  i vijeća od dvadeset da listopada dvije tisue etrnaest o izmjeni direktive,devedeset pet iz dvije tisuće četrnaest europskog parlamenta i vijeća od dvadeset dava listopada dvije tisuće četrnaest o izmjeni direktive
/home/peterr/macocu/task6_speech/data/00020365c.flac.wav,četiri iz dvije tisuće trinaest u pogledu objavljivanja nefinancijskih informacija i informacija o raznolikosti određenih velikih poduzeća i grupa,tritesućeetiri dvije tiuće trinaest u pogledu objavljivanja nefinancijskih informacija i informacija o raznolikosti određenih velikih poduzeća i grupa,trietirii vije tie rinaest u pogledu objavljivanja neinancijskih inormacija i iinormacija o raznolikosti odredenih velikih poduzeća i grupa,trideset četiri si dvije tisuće trinaest u pogledu objavljivanja nefinancijskih informacija i informacija o raznolikosti određenih velikih poduzeća i grupa
/home/peterr/macocu/task6_speech/data/00020366a.flac.wav,dakle obveznici izrade ne financijskog izvješća su prvo veliki poduzetnici koji su subjekti od javnog interesa,dakle obveznici izrade nefinancirsko izvješća su prvo veliki poduzetnici koji su u subjekti od javnog interesa,dakle obveznici izrade neinancijskog izvješća su prvo veliki poduzetnici koji su subjekti od javnog interesa,dakle obveznici izrade nefinanciskog izvješća su prvo veliki poduzetnici koji su subjekti od javnog interesa
/home/peterr/macocu/task6_speech/data/00020366b.flac.wav,i drugo oni koji na datum bilance prelaze kriterij prosječnog broja od petsto zaposlenih u tijeku financijske godine,i drugo oni koji na datu bilanca prelaze kriteriju prosječnog broja od petsto zaposlenih u tijeku financijske godine,i drugo oni koji nadatum bilane prelaze kriteriji prosječnog broja od petsto zaposlenih u tijeku inancijske godine,i drugo oni koji na datu bilance prelaze kriteriji prosječnog broja od petsto zaposlenih u tijeku financijske godine
/home/peterr/macocu/task6_speech/data/00020367a.flac.wav,nefinancijsko izvješće poduzetnik će imati obvezu izraditi u okviru,nefinancijsko izvješće poduzen će imati obvezu izraditi u okviru,neinancijsko izvješććee poddeniče imati obvezu izraditi u okviru,nefinancijsko izvješće poduzetnik će imati obvezu izraditi u okviru
/home/peterr/macocu/task6_speech/data/00020367b.flac.wav,izvješća poslovodstva zajedno sa izvješćem poslovodstva na način da ga dostati na javnu objavu kao privitak izvješća poslovodstva,izvješća poslovodstva zajedno sa izvješćem poslovodstva na način da ga dostavi na javnu objavu kao preditak izvješća poslovodstva,izvješća poslovodstva zajedno s izvješćjem poslovodstva na način da ga dostavi na javnu objavu kao privitak izvješća poslovodstva,izvješća poslovodstva zajedno s izvješćem poslovodstva na način da ga dostavi na javnu objavu kao privitak izvješća poslovodstva
/home/peterr/macocu/task6_speech/data/00020367c.flac.wav,ili kao zasebno izvješće i objaviti ga na mrežnoj stranici na koju se upućuje u izvješće o poslovodstvu,ili kao zasebno izvješće i objaviti ga na mrežnoj stranici na koj se upućuje u izvješće u poslovodstvu,ili kao zasjedno izvješće i objaviti ga na mreznoj stranici na koji se upućuje u izvješće o poslovodstvu,ili kao zasebno izvješće i objaviti ga na mrežnoj stranici na koji se upućuje u izvješće o poslovodstvu
/home/peterr/macocu/task6_speech/data/00020367d.flac.wav,i to u razumnom roku koji nije dulji od šest mjeseci nakon datuma bilance,i to u razomnom roku koji nije dulj od šest mjeseci nakon datuma bilance,i to u razvojnom roku koji nije dulji od šest mjeseci nakon datuma bilance,i to u razumnom roku koji nije dulji od šest mjeseci nakon datuma bilance
/home/peterr/macocu/task6_speech/data/00020368.flac.wav,nefinancijsko izvješće obuhvaća okolišna pitanja socijalna i kadrovska pitanja pitanja u svezi ljudskih prava borbe protiv korupcije itede ,nefinancijskog izvješće obuhvatće okolišna pitanja socijalna i kadrovska pitanja pitanja u svezi ljudskih prava borbe protiv korupcije itede,neinancijsko izvješće obukate okolišna pitanja socijalna i kadrovska pitanja pitanju svezi ljudskih prava borbe protiv korupcije itede,nefinancijsko izvješće obuhvati će okolišna pitanja socijalna i kadrovska pitanja pitanja u svezi ljudskih prava borbe protiv korupcije itede
/home/peterr/macocu/task6_speech/data/00020369a.flac.wav,pri tome je važno istaknuti kako će se poduzetnik koji je društvo kći moći izuzeti od obveze izrade nefinancijskog izvješća ako su taj poduzetnik i njegova društva,pri tome je važno istaknuti kako će se poduzetnik koji je društvo čiji moće izuzeti od obveze izrade nefinancijskog izvješća ako su taj poduzetnik i njegovo društvo,pri tome je van istaknuti kako e se poduzetnik koji je društvog čiji moći izuzeti od obveze izrade neinancijskog izvješća ako su taj poduzetnik i njegovo društvo,pri tome je važno istaknuti kako će se poduzetnik koji je društvo čiji moći izuzeti od obveze izrade nefinancijskog izvješća ako su taj poduzetnik i njegovo društvo
/home/peterr/macocu/task6_speech/data/00020369b.flac.wav,i njegova društva kćeri uključeni u konsolidirano izvješće poslovodstva ili zasebno izvješće drugog poduzetnika,i njegova društva hćeri uključeni u konsolidirano izvješće poslovodstva ili zasjebno izvješće drugog poduzetnika,ieri i njegova društvakčeri uključeni u konsolidirano izvješće poslovodstva ili zasebno izvješće drugog poduzetnika,eri i njegova društva kćeri uključeni u konsolidirano izvješće poslovodstva ili zasebno izvješće drugog poduzetnika
/home/peterr/macocu/task6_speech/data/00020370a.flac.wav,također izmjena je da se rok za predaju financijskih izvještaja za javnu objavu vraća ponovno na trideset lipnja,također izmjena je da se rok za predaju financijskih izvještaja za javnu objavu vraća ponovno na trideset lipnja,takožer izmjena je da se rok zapredaju inancijskih izvještaja za javnu objavu vraća ponovno na trideset lipnja,također izmjena je da se rok za predaju financijskih izvještaja za javnu objavu vraća ponovno na trideset lipnja
/home/peterr/macocu/task6_speech/data/00020370b.flac.wav,kako bi poduzetnici imali dovoljno vremena za izradu bilješki a revizori za obavljanje poslova revizije,kako bi poduzetnici imali dovoljno vremena i za izradu bilješki a revizori za obavljanje poslova revizije,kako bi poduzetnici imali dovoljno vremena i za izradubilješki a revizori za obavljanje poslova revizije,kako bi poduzetnici imali dovoljno vremena za izradu bilješki a revizori za obavljanje poslova revizije
/home/peterr/macocu/task6_speech/data/00020371a.flac.wav,rok za predaju financijskih izvještaja za statističke i druge potrebe i rok za predaju prijave poreza na dobit,rok za predaju financijskih izvještaja za statističke i druge potrebe i rok za predaju prijave poreza na dobit,rok za predaju inancijskih izvještaja za sttističke i druge potrebe i rok za predaju prijave porezana dobit,rok za predaju financijskih izvještaja za statističke i druge potrebe i rok za predaju prijave poreza na dobit
/home/peterr/macocu/task6_speech/data/00020371b.flac.wav,one poduzetnike čija je poslovna godina jednaka kalendarskoj i dalje ostaje trideset travnja,zaovone poduzetnike čija je poslovna godina jednaka kalendarskoj i dalje ostaje trideset travnja,iaon podzetnike čija je poslovnak godina jednakakalendarskoj i dalje ostaje trideset travnja,za one poduzetnike čija je poslovna godina jednaka kalendarskoj i dalje ostaje trideset travnja
/home/peterr/macocu/task6_speech/data/00020372.flac.wav,pored navedenih izmjena pojašnjavaju se i odredbe u vezi knjigovodstvenih isprava a nakon provedenog usuglašavanja sa strukovnim udruženjima i drugim dionicima ,pored navedenih izmjena pojašnjavaju se i odredbe u vezik njigovodstvenih isprava a nakon provedenog u suglašavanja sa strukovnim odruženjima i drugim dijeonicima,porednavedenih izmjena pojašnjavaju se i odredbe u vezi njigovostvenih isprava a nakon provedenog usuglašavanja sa strukovnim odruženjima i drugim dionicima,porez navedenih izmjena pojašnjavaju se i odredbe u vezik njigovodstvenih isprava a nakon provedenog usuglašavanja sa strukovnim odruženjima i drugim dionicima
/home/peterr/macocu/task6_speech/data/00020373a.flac.wav,dakle ovo su osnovne izmjene koje se ovim izmjenama i dopunama zakona predlaže,dakle ovo su osnovne izmjene koje se ovim izmjenama i dopunama zakona predlaže,dakle ovo su osnovne izmjene koje se ovim izmjenama i dopunama zakona predlaže,dakle ovo su osnovne izmjene koje se ovim izmjenama i dopunama zakona predlaže
/home/peterr/macocu/task6_speech/data/00020373b.flac.wav,riješiti stupanje na snagu je predviđeno za jedanjedandvije tisuće sedamnaest godine,riješiti stupanje na snagu je predviđeno za pjedanjedan dvije tisuće sedamnaest godine,riješiti istupanje na snagu je predvideno za jedanjedan dvije tisuće sedamnaest godine,riješiti stupanje na snagu je predviđeno za jedanjedan dvije tisuće sedamnaest godine
/home/peterr/macocu/task6_speech/data/00020374a.flac.wav,predlagatelj je zaprimio amandmane,predlagatelj je zaprimio amandmane,predlagatelj je zaprimio amandmane,predlagatelj je zaprimio amandmane
/home/peterr/macocu/task6_speech/data/00020374b.flac.wav,odbora za zakonodavstvo hrvatskoga sabora i ovim putem se izjašnjavamo da predložene amandmane prihvaćamo,odbora za zakonodavstvo u hrvatskoga sabora i ovim putem se izjašnjavamo da predložene amandmane prihvaćamo,odbora za zakonodavstvo hrvatskog sabora i ovim putem se izjašnjavamo da predložene amandmane prihvaćamo,odbora za zakonodavstvo hrvatskog sabora i ovim putem se izjašnjavamo da predložene amandmane prihvaćamo
/home/peterr/macocu/task6_speech/data/00020375.flac.wav,oni se u najvećem broju ustvari odnose na nomotehničko uređenje pojedinih članaka ,ovni se u najvećem broju u stvari odnose na nomotehničko uređenje pojedinih članaka,koni se u najveem broju  ustvari odnos na nomotehničko uvredenje pojedinih članaka,oni se u najvećem broju stvari odnose na nomotehničko uređenje pojedinih članaka
/home/peterr/macocu/task6_speech/data/00020376a.flac.wav,tako da evo sukladno svemu navedenom mislim da je ovaj prijedlog zakona,tako da eo sukladno svemu navedenom mislim da je ovaj prijedlog zakona,tako da evo sukladno svemu navedenom mislim da je ovaj prijedlog zakona,tako da evo sukladno svemu navedenom mislim da je ovaj prijedlog zakona
/home/peterr/macocu/task6_speech/data/00020376b.flac.wav,kako sam rekao ide u smjeru pojednostavljenja rasterećenja poduzetnika i da ga kao takvog svakako valja prihvatiti,kako sam rekao ide u smjeru pojednostavljenja rasterećenja poduzetnika i dea ga kao takvo svakako valja prihvatili,kako sam rekao ide u smjeru pojednostavljenja rasterećenja poduzetnika ide ga kao takvog svakako valja prihvatiti,kako sam rekao ide u smjeru pojednostavljenja rasterećenja poduzetnika ide ga kao takvog svakako valja prihvatita
/home/peterr/macocu/task6_speech/data/00020377.flac.wav,otvaram raspravu i prvi će u ime kluba zastupnika hadezea govoriti uvažena zastupnica marijana balić ,otvaram raspravu i prvi će u ime kluba zastupnika hadezea govoriti uvažena zastupnica marijana balić,otvaram raspravu i prvi će u ime kluba zastupnika hadezea govoriti uvažena zastupnica marijena barić,otvaram raspravu i prvi će u ime kluba zastupnika hadezea govoriti uvažena zastupnica marijana balić
/home/peterr/macocu/task6_speech/data/00020378.flac.wav,hvala lijepa gospodine potpredsjedniče poštovani državni tajniče tufekčić poštovane kolegice i kolege zastupnici ,hvala lijepa gospodine potpredsjedniče poštovani državni tajniče tufekčić poštovane kolegice i kolege zastupnice,hvala lijepa gospodine potpredsjedniče poštovani državni tajničetuvekčić poštovane kolegice i kolege zastupnici,hvala lijepa gospodine potpredsjedniče poštovani državni tajniče tufekčić poštovane kolegice i kolege zastupnici
/home/peterr/macocu/task6_speech/data/00020379.flac.wav,međutim ključna izmjena koja se ovim zakonom uvodi ukidanje obveze primjene jedinstvenog okvirnog kontnog plana ,kljuna izmjena koja se ovim zakonom o uvodi j ukidanje obveza primjene jedinstvenog okenog kontnog plana,njučn izmjena koja se ovim zakonom uvodi ukidanje obvezaprimijene jedinstvenog okrinog kontnod plana,iključna izmjena koja se ovim zakonom uvodi ukidanje obveze primjene jedinstvenog okvirnog kontnog plana
/home/peterr/macocu/task6_speech/data/00020380.flac.wav,naime zakonom o računovodstvu koji je objavljen u narodnim novinama u srpnju dvije tisuće petnaest godine između ostalog uvedena je i obveza uvođenja jedinstvenog okvirnog kontnog plana ,naime zakonom o računovostukoji je objavljeno u narodnim novinama u srpnju dvije tisućepetnaest godine između ostalog uvedena j i obveza uvođenjej jedinstveno okvirno kontnog plana,naime zakonom oračunovoodstuko  objavljeno unarodnim novinama u srpnju dvije tsuće petnaest godine izmeću ostalog uvedena  i obvezza uvoenje jedinstvenog okvinokomtnog plana,naime zakonom o računovostu koji je objavljen u narodnim novinama u srpnju dvije tisuće petnaest godine između ostalog uvedena i obveza uvođenje jedinstvenog okvirnog kuntnog plana
